glat	glng	gmap_color	gaddress	current_rent	current_assessment	assessment_to_rent_ratio	BaseValue_Year	lagov	screenshot
34.6856177	-118.1861125	#f7af91	3101 W Ave J4, Lancaster, CA 93536, USA	3200.0	288819.0	90.26	1989	https://portal.assessor.lacounty.gov/parceldetail/3153044036	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-03/3101_W_Ave_J4,_Lancaster,_CA_93536,_USA.png
34.0998259	-118.0561111	#8db0fe	9722 Daines Dr, Temple City, CA 91780, USA	3850.0	588633.0	152.89	2012	https://portal.assessor.lacounty.gov/parceldetail/8588021001	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-03/9722_Daines_Dr,_Temple_City,_CA_91780,_USA.png
34.1083504	-118.0780204	#dddcdc	6022 Avon Ave, San Gabriel, CA 91775, USA	3500.0	354086.0	101.17	1999	https://portal.assessor.lacounty.gov/parceldetail/5386008052	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-03/6022_Avon_Ave,_San_Gabriel,_CA_91775,_USA.png
34.1399265	-118.67383	#9abbff	4119 Prado De La Puma, Calabasas, CA 91302, USA	23000.0	1803968.0	78.43	2010	https://portal.assessor.lacounty.gov/parceldetail/2069081042	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-03/4119_Prado_De_La_Puma,_Calabasas,_CA_91302,_USA.png
34.1771693	-118.1781402	#5e7de7	1716 Putney Rd, Pasadena, CA 91103, USA	7500.0	1779852.0	237.31	2019	https://portal.assessor.lacounty.gov/parceldetail/5704018002	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-03/1716_Putney_Rd,_Pasadena,_CA_91103,_USA.png
33.9545447	-118.3327486	#6b8df0	3606 Scribner Ln, Inglewood, CA 90305, USA	5650.0	743329.0	131.56	2017	https://portal.assessor.lacounty.gov/parceldetail/4025025002	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-04/3606_Scribner_Ln,_Inglewood,_CA_90305,_USA.png
34.1133049	-117.839551	#e1dad6	1207 Heather St, Glendora, CA 91740, USA	3600.0	245535.0	68.2	1998	https://portal.assessor.lacounty.gov/parceldetail/8653024045	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-04/1207_Heather_St,_Glendora,_CA_91740,_USA.png
34.1561029	-118.0352131	#6485ec	81 Hacienda Dr, Arcadia, CA 91006, USA	28000.0	7795506.0	278.41	2018	https://portal.assessor.lacounty.gov/parceldetail/5770002015	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-04/81_Hacienda_Dr,_Arcadia,_CA_91006,_USA.png
34.0515802	-117.8747527	#5e7de7	1020 S Easthills Dr, West Covina, CA 91791, USA	3500.0	1415303.0	404.37	2019	https://portal.assessor.lacounty.gov/parceldetail/8482038079	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/1020_S_Easthills_Dr,_West_Covina,_CA_91791,_USA.png
34.0851433	-117.7256312	#cdd9ec	576 Geneva Ave, Claremont, CA 91711, USA	3250.0	252839.0	77.8	2002	https://portal.assessor.lacounty.gov/parceldetail/8316010009	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/576_Geneva_Ave,_Claremont,_CA_91711,_USA.png
33.9048616	-118.3300924	#4b64d5	13924 Lemoli Ave a, Hawthorne, CA 90250, USA	3900.0	790500.0	202.69	2022	https://portal.assessor.lacounty.gov/parceldetail/4052024085	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/13924_Lemoli_Ave_a,_Hawthorne,_CA_90250,_USA.png
33.77781	-118.387184	#3f53c6	28029 Ridgebluff Ct, Rancho Palos Verdes, CA 90275, USA	4500.0	655941.0	145.76	2024	https://portal.assessor.lacounty.gov/parceldetail/7587004071	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/28029_Ridgebluff_Ct,_Rancho_Palos_Verdes,_CA_90275,_USA.png
34.0623899	-118.3921169	#5e7de7	273 S Palm Dr, Beverly Hills, CA 90212, USA	7995.0	3120748.0	390.34	2019	https://portal.assessor.lacounty.gov/parceldetail/4331017019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/273_S_Palm_Dr,_Beverly_Hills,_CA_90212,_USA.png
34.0229891	-118.3054799	#7295f4	1583 W 36th St, Los Angeles, CA 90018, USA	3900.0	603043.0	154.63	2016	https://portal.assessor.lacounty.gov/parceldetail/5041012005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/1583_W_36th_St,_Los_Angeles,_CA_90018,_USA.png
34.2335815	-118.5392757	#a1c0ff	8957 Gladbeck Ave, Northridge, CA 91324, USA	3800.0	433200.0	114.0	2009	https://portal.assessor.lacounty.gov/parceldetail/2770008010	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/8957_Gladbeck_Ave,_Northridge,_CA_91324,_USA.png
34.0857006	-118.3459868	#6b8df0	7197 Formosa Fusion Ct, Los Angeles, CA 90046, USA	6200.0	1109937.0	179.02	2017	https://portal.assessor.lacounty.gov/parceldetail/5525003034	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/7197_Formosa_Fusion_Ct,_Los_Angeles,_CA_90046,_USA.png
34.1896106	-118.4135491	#86a9fc	6538 Coldwater Canyon Ave, Valley Glen, CA 91606, USA	4500.0	305363.0	67.86	2013	https://portal.assessor.lacounty.gov/parceldetail/2325030014	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/6538_Coldwater_Canyon_Ave,_Valley_Glen,_CA_91606,_USA.png
34.1983185	-118.4559006	#4b64d5	7024 Bevis Ave, Van Nuys, CA 91405, USA	3750.0	857310.0	228.62	2022	https://portal.assessor.lacounty.gov/parceldetail/2219003031	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/7024_Bevis_Ave,_Van_Nuys,_CA_91405,_USA.png
34.011878	-118.4309771	#6485ec	3542 Stoner Ave, Los Angeles, CA 90066, USA	11500.0	2952842.0	256.77	2018	https://portal.assessor.lacounty.gov/parceldetail/4249017006	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/3542_Stoner_Ave,_Los_Angeles,_CA_90066,_USA.png
34.1886333	-118.6468353	#6b8df0	23906 Hamlin St #1, West Hills, CA 91307, USA	3995.0	652574.0	163.35	2017	https://portal.assessor.lacounty.gov/parceldetail/2033006013	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/23906_Hamlin_St_#1,_West_Hills,_CA_91307,_USA.png
34.0719156	-118.1921449	#6485ec	2342 N Indiana Ave, Los Angeles, CA 90032, USA	4000.0	530416.0	132.6	2018	https://portal.assessor.lacounty.gov/parceldetail/5215005005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/2342_N_Indiana_Ave,_Los_Angeles,_CA_90032,_USA.png
33.9956781	-118.4281122	#ead4c8	4221 Stewart Ave, Los Angeles, CA 90066, USA	7000.0	335294.0	47.9	1996	https://portal.assessor.lacounty.gov/parceldetail/4231018025	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/4221_Stewart_Ave,_Los_Angeles,_CA_90066,_USA.png
33.9924313	-118.4614562	#c83836	719 Nowita Pl, Venice, CA 90291, USA	8995.0	417371.0	46.4	1976	https://portal.assessor.lacounty.gov/parceldetail/4241015012	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/719_Nowita_Pl,_Venice,_CA_90291,_USA.png
34.1647206	-118.616679	#dddcdc	22451 Cass Ave, Woodland Hills, CA 91364, USA	11995.0	723267.0	60.3	1999	https://portal.assessor.lacounty.gov/parceldetail/2075007004	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/22451_Cass_Ave,_Woodland_Hills,_CA_91364,_USA.png
33.8336757	-118.3086888	#c1d4f4	1663 W 215th St, Torrance, CA 90501, USA	3995.0	389458.0	97.49	2004	https://portal.assessor.lacounty.gov/parceldetail/7349025033	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/1663_W_215th_St,_Torrance,_CA_90501,_USA.png
34.0601379	-118.3752077	#7295f4	975 Schumacher Dr, Los Angeles, CA 90048, USA	9000.0	1819741.0	202.19	2016	https://portal.assessor.lacounty.gov/parceldetail/5088001005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/975_Schumacher_Dr,_Los_Angeles,_CA_90048,_USA.png
34.1077103	-118.3561935	#4b64d5	2000 Wattles Dr, Los Angeles, CA 90046, USA	7000.0	4001460.0	571.64	2022	https://portal.assessor.lacounty.gov/parceldetail/5571027008	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/2000_Wattles_Dr,_Los_Angeles,_CA_90046,_USA.png
34.0900477	-118.4384059	#86a9fc	799 N Beverly Glen Blvd, Los Angeles, CA 90077, USA	6495.0	741532.0	114.17	2013	https://portal.assessor.lacounty.gov/parceldetail/4371021008	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/799_N_Beverly_Glen_Blvd,_Los_Angeles,_CA_90077,_USA.png
34.1112284	-118.4474557	#c12b30	2265 Beverly Glen Pl, Los Angeles, CA 90077, USA	5600.0	158063.0	28.23	1975	https://portal.assessor.lacounty.gov/parceldetail/4380003006	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/2265_Beverly_Glen_Pl,_Los_Angeles,_CA_90077,_USA.png
34.1114159	-118.385975	#516ddb	8768 Wonderland Ave, Los Angeles, CA 90046, USA	4995.0	1031036.0	206.41	2021	https://portal.assessor.lacounty.gov/parceldetail/5563004009	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/8768_Wonderland_Ave,_Los_Angeles,_CA_90046,_USA.png
34.0728591	-118.3624532	#6b8df0	144 S Hayworth Ave, Los Angeles, CA 90048, USA	6395.0	1517102.0	237.23	2017	https://portal.assessor.lacounty.gov/parceldetail/5511025075	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/144_S_Hayworth_Ave,_Los_Angeles,_CA_90048,_USA.png
34.5617157	-118.1056398	#8db0fe	37370 Lasker Ave, Palmdale, CA 93550, USA	2800.0	159351.0	56.91	2012	https://portal.assessor.lacounty.gov/parceldetail/3012050075	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/37370_Lasker_Ave,_Palmdale,_CA_93550,_USA.png
34.0919654	-118.3583147	#516ddb	1139 N Genesee Ave b, West Hollywood, CA 90046, USA	2450.0	1306742.0	533.36	2021	https://portal.assessor.lacounty.gov/parceldetail/5530003042	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/1139_N_Genesee_Ave_b,_West_Hollywood,_CA_90046,_USA.png
34.0766931	-118.3865285	#e1dad6	146 N La Peer Dr, West Hollywood, CA 90048, USA	9500.0	583183.0	61.39	1998	https://portal.assessor.lacounty.gov/parceldetail/4335002003	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/146_N_La_Peer_Dr,_West_Hollywood,_CA_90048,_USA.png
33.8535029	-118.1296286	#c12b30	5248 Pearce Ave, Lakewood, CA 90712, USA	3495.0	79351.0	22.7	1975	https://portal.assessor.lacounty.gov/parceldetail/7172013020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/5248_Pearce_Ave,_Lakewood,_CA_90712,_USA.png
34.6806753	-118.2080547	#6b8df0	43911 43rd St W, Lancaster, CA 93536, USA	2999.0	334651.0	111.59	2017	https://portal.assessor.lacounty.gov/parceldetail/3153081062	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/43911_43rd_St_W,_Lancaster,_CA_93536,_USA.png
34.6669848	-118.1159554	#86a9fc	752 Pino Ave, Lancaster, CA 93535, USA	2699.0	191142.0	70.82	2013	https://portal.assessor.lacounty.gov/parceldetail/3126035036	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/752_Pino_Ave,_Lancaster,_CA_93535,_USA.png
34.7007739	-118.1013405	#455cce	1603 E Kettering St, Lancaster, CA 93535, USA	3300.0	505000.0	153.03	2023	https://portal.assessor.lacounty.gov/parceldetail/3147034026	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/1603_E_Kettering_St,_Lancaster,_CA_93535,_USA.png
33.8095123	-118.119473	#c12b30	5732 E Oakbrook St, Long Beach, CA 90815, USA	5000.0	123389.0	24.68	1975	https://portal.assessor.lacounty.gov/parceldetail/7227027004	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-06/5732_E_Oakbrook_St,_Long_Beach,_CA_90815,_USA.png
33.829953	-118.3652558	#e1dad6	4926 Jacques St, Torrance, CA 90503, USA	4750.0	355218.0	74.78	1998	https://portal.assessor.lacounty.gov/parceldetail/7517026021	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/4926_Jacques_St,_Torrance,_CA_90503,_USA.png
34.0546878	-117.9497734	#c12b30	1540 S Shadydale Ave, West Covina, CA 91790, USA	3950.0	60737.0	15.38	1975	https://portal.assessor.lacounty.gov/parceldetail/8470041019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/1540_S_Shadydale_Ave,_West_Covina,_CA_91790,_USA.png
33.7778155	-118.3900459	#f08a6c	28223 Ridgepoint Ct, Rancho Palos Verdes, CA 90275, USA	4200.0	379325.0	90.32	1984	https://portal.assessor.lacounty.gov/parceldetail/7587002006	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/28223_Ridgepoint_Ct,_Rancho_Palos_Verdes,_CA_90275,_USA.png
34.15821	-118.351285	#c1d4f4	4412 W Verdugo Ave, Burbank, CA 91505, USA	5500.0	502887.0	91.43	2004	https://portal.assessor.lacounty.gov/parceldetail/2482002027	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/4412_W_Verdugo_Ave,_Burbank,_CA_91505,_USA.png
34.5743083	-118.0114496	#4b64d5	38113 Versailles St, Palmdale, CA 93552, USA	3500.0	525300.0	150.09	2022	https://portal.assessor.lacounty.gov/parceldetail/3024046032	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/38113_Versailles_St,_Palmdale,_CA_93552,_USA.png
34.1486574	-117.9078507	#3f53c6	1467 N Hilltop Dr, Azusa, CA 91702, USA	2100.0	1179018.0	561.44	2024	https://portal.assessor.lacounty.gov/parceldetail/8684020004	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/1467_N_Hilltop_Dr,_Azusa,_CA_91702,_USA.png
33.7933665	-118.1953342	#5e7de7	1995 Cedar Ave, Long Beach, CA 90806, USA	1800.0	509294.0	282.94	2019	https://portal.assessor.lacounty.gov/parceldetail/7209026002	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/1995_Cedar_Ave,_Long_Beach,_CA_90806,_USA.png
34.0238432	-118.4177118	#e9785d	3414 Kelton Ave, Los Angeles, CA 90034, USA	5900.0	335873.0	56.93	1982	https://portal.assessor.lacounty.gov/parceldetail/4254022001	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/3414_Kelton_Ave,_Los_Angeles,_CA_90034,_USA.png
34.1611377	-118.3547239	#6485ec	4958 Arcola Ave, North Hollywood, CA 91601, USA	12500.0	951763.0	76.14	2018	https://portal.assessor.lacounty.gov/parceldetail/2420013016	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/4958_Arcola_Ave,_North_Hollywood,_CA_91601,_USA.png
33.8113734	-118.3010221	#455cce	23426 Clearpool Pl, Harbor City, CA 90710, USA	3800.0	825000.0	217.11	2023	https://portal.assessor.lacounty.gov/parceldetail/7438012019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/23426_Clearpool_Pl,_Harbor_City,_CA_90710,_USA.png
34.2593541	-118.2933554	#8db0fe	7402 Summitrose St, Tujunga, CA 91042, USA	2900.0	260764.0	89.92	2012	https://portal.assessor.lacounty.gov/parceldetail/2558018014	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/7402_Summitrose_St,_Tujunga,_CA_91042,_USA.png
34.2484142	-118.5189648	#799cf8	9756 N Lucy Ln, Northridge, CA 91325, USA	3999.0	671271.0	167.86	2015	https://portal.assessor.lacounty.gov/parceldetail/2755010070	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/9756_N_Lucy_Ln,_Northridge,_CA_91325,_USA.png
34.2735204	-118.4532072	#8db0fe	14721 Macneil St, Mission Hills, CA 91345, USA	4800.0	410467.0	85.51	2012	https://portal.assessor.lacounty.gov/parceldetail/2664021062	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/14721_Macneil_St,_Mission_Hills,_CA_91345,_USA.png
34.2788615	-118.5824671	#86a9fc	11359 Modena Ln, Northridge, CA 91326, USA	4750.0	730871.0	153.87	2013	https://portal.assessor.lacounty.gov/parceldetail/2701053013	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/11359_Modena_Ln,_Northridge,_CA_91326,_USA.png
34.1365252	-118.4840469	#c12b30	16065 Meadowcrest Rd, Sherman Oaks, CA 91403, USA	10500.0	283016.0	26.95	1975	https://portal.assessor.lacounty.gov/parceldetail/2280020035	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/16065_Meadowcrest_Rd,_Sherman_Oaks,_CA_91403,_USA.png
34.1000425	-118.3030201	#516ddb	1600 N Kingsley Dr, Los Angeles, CA 90027, USA	6300.0	1154843.0	183.31	2021	https://portal.assessor.lacounty.gov/parceldetail/5544015001	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/1600_N_Kingsley_Dr,_Los_Angeles,_CA_90027,_USA.png
34.1150232	-118.4046949	#6485ec	9573 Stuart Ln, Beverly Hills, CA 90210, USA	9000.0	2132608.0	236.96	2018	https://portal.assessor.lacounty.gov/parceldetail/4387010008	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/9573_Stuart_Ln,_Beverly_Hills,_CA_90210,_USA.png
34.1130478	-118.4775231	#c1d4f4	2370 Brookshire Ln, Los Angeles, CA 90077, USA	11500.0	2200186.0	191.32	2004	https://portal.assessor.lacounty.gov/parceldetail/4377047024	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/2370_Brookshire_Ln,_Los_Angeles,_CA_90077,_USA.png
34.1646291	-118.4250896	#4b64d5	13410 Magnolia Blvd, Sherman Oaks, CA 91423, USA	4595.0	963900.0	209.77	2022	https://portal.assessor.lacounty.gov/parceldetail/2359003010	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/13410_Magnolia_Blvd,_Sherman_Oaks,_CA_91423,_USA.png
34.2187613	-118.5690605	#dddcdc	19964 Cantara St, Canoga Park, CA 91306, USA	4500.0	311891.0	69.31	1999	https://portal.assessor.lacounty.gov/parceldetail/2106031001	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-07/19964_Cantara_St,_Canoga_Park,_CA_91306,_USA.png
34.1753652	-118.4435423	#5875e1	5749 Katherine Ave, Van Nuys, CA 91401, USA	6495.0	1000719.0	154.08	2020	https://portal.assessor.lacounty.gov/parceldetail/2245021011	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/5749_Katherine_Ave,_Van_Nuys,_CA_91401,_USA.png
34.0278953	-118.4582816	#a7c5fe	3113 Virginia Ave, Santa Monica, CA 90404, USA	8500.0	1142560.0	134.42	2008	https://portal.assessor.lacounty.gov/parceldetail/4268024020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/3113_Virginia_Ave,_Santa_Monica,_CA_90404,_USA.png
34.1999207	-118.3331831	#c1d4f4	2318 N Keystone St, Burbank, CA 91504, USA	1800.0	898807.0	499.34	2004	https://portal.assessor.lacounty.gov/parceldetail/2472019005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/2318_N_Keystone_St,_Burbank,_CA_91504,_USA.png
34.1708922	-118.3345746	#e1dad6	715 N Buena Vista St, Burbank, CA 91505, USA	4499.0	276233.0	61.4	1998	https://portal.assessor.lacounty.gov/parceldetail/2479001019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/715_N_Buena_Vista_St,_Burbank,_CA_91505,_USA.png
33.7649308	-118.3852504	#4b64d5	20 Country Ln, Rolling Hills Estates, CA 90274, USA	8500.0	3417000.0	402.0	2022	https://portal.assessor.lacounty.gov/parceldetail/7585025100	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/20_Country_Ln,_Rolling_Hills_Estates,_CA_90274,_USA.png
34.1133573	-117.8330934	#f1ccb8	627 N Jansen Ave, San Dimas, CA 91773, USA	3500.0	305467.0	87.28	1994	https://portal.assessor.lacounty.gov/parceldetail/8383004010	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/627_N_Jansen_Ave,_San_Dimas,_CA_91773,_USA.png
34.151415	-118.7928724	#4b64d5	30806 Bayonne Ct, Westlake Village, CA 91362, USA	4200.0	856800.0	204.0	2022	https://portal.assessor.lacounty.gov/parceldetail/2054034065	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/30806_Bayonne_Ct,_Westlake_Village,_CA_91362,_USA.png
34.1177824	-117.7323205	#9abbff	945 Emerson Pl, Claremont, CA 91711, USA	3900.0	533735.0	136.86	2010	https://portal.assessor.lacounty.gov/parceldetail/8303004002	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/945_Emerson_Pl,_Claremont,_CA_91711,_USA.png
33.7797082	-118.3993194	#455cce	28043 Lobrook Dr, Rancho Palos Verdes, CA 90275, USA	15000.0	2985000.0	199.0	2023	https://portal.assessor.lacounty.gov/parceldetail/7584018023	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/28043_Lobrook_Dr,_Rancho_Palos_Verdes,_CA_90275,_USA.png
34.0539088	-117.8381259	#4b64d5	21308 E Fort Bowie Dr, Walnut, CA 91789, USA	4300.0	1364760.0	317.39	2022	https://portal.assessor.lacounty.gov/parceldetail/8710029029	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/21308_E_Fort_Bowie_Dr,_Walnut,_CA_91789,_USA.png
34.0445336	-118.6229465	#6b8df0	20851 Big Rock Dr, Malibu, CA 90265, USA	22500.0	4322630.0	192.12	2017	https://portal.assessor.lacounty.gov/parceldetail/4449016006	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/20851_Big_Rock_Dr,_Malibu,_CA_90265,_USA.png
33.8044082	-118.3871114	#c12b30	218 Calle de Arboles, Redondo Beach, CA 90277, USA	4400.0	115881.0	26.34	1975	https://portal.assessor.lacounty.gov/parceldetail/7512013020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/218_Calle_de_Arboles,_Redondo_Beach,_CA_90277,_USA.png
33.8074704	-118.3238896	#7295f4	2338 W 239th St, Torrance, CA 90501, USA	7000.0	763318.0	109.05	2016	https://portal.assessor.lacounty.gov/parceldetail/7374009134	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/2338_W_239th_St,_Torrance,_CA_90501,_USA.png
33.8748081	-118.3480984	#c7d7f0	4174 W 172nd St, Torrance, CA 90504, USA	3150.0	416213.0	132.13	2003	https://portal.assessor.lacounty.gov/parceldetail/4085004002	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/4174_W_172nd_St,_Torrance,_CA_90504,_USA.png
34.0360095	-117.7984609	#f08a6c	1004 N Del Sol Ln, Diamond Bar, CA 91765, USA	3500.0	199096.0	56.88	1984	https://portal.assessor.lacounty.gov/parceldetail/8706006021	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/1004_N_Del_Sol_Ln,_Diamond_Bar,_CA_91765,_USA.png
34.1192743	-118.025241	#6b8df0	1801 S 2nd Ave, Arcadia, CA 91006, USA	8000.0	2097172.0	262.15	2017	https://portal.assessor.lacounty.gov/parceldetail/5789011012	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-09-12/1801_S_2nd_Ave,_Arcadia,_CA_91006,_USA.png
33.8746183	-118.0388494	#e1dad6	17218 Parkvalle Ave, Cerritos, CA 90703, USA	4200.0	291577.0	69.42	1998	https://portal.assessor.lacounty.gov/parceldetail/7006019009	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-30/17218_Parkvalle_Ave,_Cerritos,_CA_90703,_USA.png
33.8778074	-118.2939384	#86a9fc	16832 S Catalina Ave, Gardena, CA 90247, USA	3500.0	366906.0	104.83	2013	https://portal.assessor.lacounty.gov/parceldetail/6111016030	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-30/16832_S_Catalina_Ave,_Gardena,_CA_90247,_USA.png
33.8705606	-118.3389123	#c7d7f0	17633 Fonthill Ave, Torrance, CA 90504, USA	3500.0	386983.0	110.57	2003	https://portal.assessor.lacounty.gov/parceldetail/4087031005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-30/17633_Fonthill_Ave,_Torrance,_CA_90504,_USA.png
33.9091217	-118.1130222	#4b64d5	10263 Muroc St, Bellflower, CA 90706, USA	1600.0	744600.0	465.38	2022	https://portal.assessor.lacounty.gov/parceldetail/6280018020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-30/10263_Muroc_St,_Bellflower,_CA_90706,_USA.png
34.5973163	-118.181154	#aec9fc	39342 Dijon Ln, Palmdale, CA 93551, USA	3299.0	590000.0	178.84	2007	https://portal.assessor.lacounty.gov/parceldetail/3003086072	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-30/39342_Dijon_Ln,_Palmdale,_CA_93551,_USA.png
34.6129897	-118.1919164	#9abbff	3448 Camden Ct, Palmdale, CA 93551, USA	2700.0	179889.0	66.63	2010	https://portal.assessor.lacounty.gov/parceldetail/3001038054	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-30/3448_Camden_Ct,_Palmdale,_CA_93551,_USA.png
33.9861486	-118.1166335	#4b64d5	333 Oakwood St, Montebello, CA 90640, USA	3500.0	724200.0	206.91	2022	https://portal.assessor.lacounty.gov/parceldetail/6354010031	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-30/333_Oakwood_St,_Montebello,_CA_90640,_USA.png
34.1423196	-118.1267947	#cf453c	1139 Blanche St, Pasadena, CA 91106, USA	2450.0	87820.0	35.84	1977	https://portal.assessor.lacounty.gov/parceldetail/5735016020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2023-11-30/1139_Blanche_St,_Pasadena,_CA_91106,_USA.png
